"Card_Number","Card_Name","Category","Item_Name","Pull_Qty","Open_Qty","PRN_Qty","Unit","Lawson_Number","Bin_Location","Notes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Drug / Medication","Comments: HAsodium chloride 0.9% (NS) irrigation (3,000 mL)","2","1","1","EA","","Pharmacy","Open"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Generator Bipolar","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Saline Resector EquipmentSequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Table Maquet AlphaMaxx","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Warmer Fluid","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","HBR GEN Metal Graduated Pitcher","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","HBR GEN Stryker 1788 AIM Camera Head","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","HBR URO Olympus Cystoscope 4mm 30 Degree","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","HBR URO Olympus Cystoscopy","1","0","0","TRAY","","Sterile Processing / Core","Required: No"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","PLEASE DO NOT OPEN UNLESS SURGEON ASKS FOR THIS TRAYHBR URO Saline Resection","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","HBR URO Urethral Sounds","1","0","0","TRAY","","Sterile Processing / Core","Required: No"
"M-68200","TRANSURETHRAL RESECTION - FIGLER, B","Instrument / Tray","HBR URO Walther Female Dilators","1","0","0","TRAY","","Sterile Processing / Core","Required: No"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-18013263Forcep Bipolar Cautery Bayonet Insulated20-1370IEA110HBROR - A3C1-41100642","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 20884527005557BOWL SOLUTION 16OZ POLY DISP ST LF 75/","1","1","0","CA","","HBROR - A3C4-2001407","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable","00","6","1","0","EA","","","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10885380027291GLOVE SURG SZ 7.5 CREAM SYNTHETIC LF PF PROTEXIS PI M2D73PM75","3","2","1","EA","","HBROR - A4C3-13051084","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","3","2","1","EA","","HBROR - A4C3-20051133","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10705031038752SUT VICRYL 2-0 SH NDL 27IN 36/BX O-050708J317H","1","1","0","EA","","HBROR - A4C5-33000783","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10705031060494Sut Pds Ii 2-0 Sh Ndl27in Z317 H 36pk/BxZ317H","1","0","1","EA","","HBROR - A4C5-4017486","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10705031039643Sut Vicryl 4-0 Sh Ndl 27in Undyed J415hJ415H","3","1","2","EA","","HBROR - A4C6-10004653","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10705031059375SUT MONOCRYL 4-0 PS2 18IN SUT UNDYED MONOFIL ABSORB 1Y496G","3","1","2","EA","","HBROR - A4C6-34000810","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10705031037441SUT CHROMIC 3-0 SH NDL 27IN G122H 36PK/BXG122H","1","0","1","EA","","HBROR - A4C6-39000572","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","1","1","0","EA","","HBROR - A5C2-22051924","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00382903051960NDL HYPODERMIC 18 GA 1.5IN REG BEVEL PRECISIONGLIDE 305196","1","1","0","EA","","HBROR - A5C3-12000553","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00382903096534SYRINGE 50ML LL 40/BX 4BX/","2","0","2","CA","","HBROR - A5C3-3000610","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable","653","3","0","9","EA","","","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00382903096572Syringe L/L 3ml 200/Bx 4/Ca S-054152309657EANote: Used for papavarine110HBROR - A6C2-32051163, 10705031Adhesive Skin Dermabond Advanc D 12/Bx O 128446 N-389DNX12","1","1","0","EA","","HBROR - A5C3-7010941","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable","HBROR231253Marker Skin Ultra Fine Tip1436SR-10","2","0","3","EA","532101","","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00888937015362Retractor Ring Figure 8 Shaped Lone Star3304G","1","1","0","EA","","HBROR448590PACK MINOR UROLOGYDYNJT7137EA101HBROR003180","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00707387444433DRAPE POUCH IOBAN 26658","1","1","0","EA","","HBROR003415","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00653405002171Cord Bipolar 12ft Disp135166","1","1","0","EA","","HBROR010894","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00888937015638Stay Surgical Elastic Single H Ook 12mm Yellow3350-1G","4","0","4","EA","","HBROR014782","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","0","1","EA","","HBROR025178","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 00848340000027DECANTER VIAL ASEPTIC TRANSFER ST10-106","1","0","1","EA","","HBROR029092","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA110HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","PRN / Inactive"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable","Set Ext 7in High Press Non-Deh P One Link Ca/200 S-447N8301","1","1","0","EA","052378, 00085412475387","","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10080196723140Drape Surg 121x102x78in Lap TDYNJP3003","2","2","0","EA","","HBROR053921Chloraprep 26ml Orng St O-050864930815EA110HBROR218815","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 30884527014921Dsg Xeroform 1x8in Foil 50/Bx 4bx/Ca R-0533988884433301","1","0","1","EA","","HBROR316117","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", 10080196692378Dressing Roll Sof-Form 2in 12/Bx R-002004NON25496","1","1","0","EA","","HBROR341740","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Supply / Disposable",", DRAPE UTILITY TOWEL SURGICAL 50/CA R-DYNJP2408","2","2","0","PH","","HBROR443605","Required"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","bupivacaine (MARCAINE-PF) injection 0.25% (1 mL)","0","0","0","EA","","Pharmacy","PRN"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","papaverine injection (60 mg)","1","1","0","EA","","Pharmacy","Open"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","sodium chloride 0.9% (NS) infusion (500 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","Comments: HA - May use if neededsodium chloride 0.9% (NS) irrigation (1,000 mL)","0","0","0","EA","","Pharmacy","PRN"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","0","0","0","EA","","Pharmacy","PRN"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75053","UNLISTED UROLOGY PROCEDURE - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Supply / Disposable",", 00085412001067Set Irrigation Cysto W/Rollerc 12/Ca2C4041","1","1","0","EA","","HBROR - A3C3-25052012","Required"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","0","1","EA","","HBROR025178","Required"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Supply / Disposable",", 00707387775162Blanket Upper Body R-00137442234","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA110HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR110HBROR224118","PRN / Inactive"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Drug / Medication","sterile water for irrigation (3,000 mL)","2","1","1","EA","","Pharmacy","Open"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","Table Maquet AlphaMaxx","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","Video Tower","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Instrument / Tray","HBR GEN Stryker 1788 AIM Camera Head","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-84079","URETHRAL DILATION/RUG - FIGLER, B","Instrument / Tray","HBR URO Olympus HD Flexible Cystoscope","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-94335","VAGINAL DILATION - FIGLER, B","Supply / Disposable","/Pk127503","1","1","0","EA","","HBROR032402Towel Drape 5","Required"
"M-94335","VAGINAL DILATION - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-94335","VAGINAL DILATION - FIGLER, B","Supply / Disposable",", 80080196288419Legging Lithotomy Convt R-002147DYNJP2461","1","1","0","EA","","HBROR220255","Required"
"M-94335","VAGINAL DILATION - FIGLER, B","Supply / Disposable",", 10885380142994Drape Lithotomy 35x44x102in Lf St Disp29455","1","1","0","EA","","HBROR357149","Required"
"M-94335","VAGINAL DILATION - FIGLER, B","Capital Equipment","Table OR Trumpf 7000","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-94335","VAGINAL DILATION - FIGLER, B","Instrument / Tray","HBR GEN Stryker 1788 AIM Camera Head","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-94335","VAGINAL DILATION - FIGLER, B","Instrument / Tray","HBR GYN Weighted Speculums","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-94335","VAGINAL DILATION - FIGLER, B","Instrument / Tray","HBR URO Vaginoplasty","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00888937015478Stay Surgical Elastic Single H Ook 5mm Blue3311-1GEANote: Lithotomy 101HBROR - A3C1-12050936, 10884521713291Blade Electrode 6.5 In 50/Ca O- 010890 D-004976E1551-6","8","0","8","EA","","HBROR - A1C3-27014783","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","0","1","EA","","HBROR - A3C1-18013263Forcep Bipolar Cautery Bayonet Insulated20-1370IEA110HBROR - A3C1-41100642","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10884521007994SYRINGE BULB IRRIGATION 1.5OZ D-100156,344730 N-3973067000","1","1","0","EA","","HBROR - A3C3-10000612","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00801741049569EVACUATOR SUCTION 100ML 10/BX D-2244810070740","1","1","0","EA","","HBROR - A3C3-15001712","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00085412001050Set Irrigation Cysto W/Cath 81In Ad Pr Clamp D-0108352C4040","1","1","0","EA","","HBROR - A3C3-24052011","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 20884527005557BOWL SOLUTION 16OZ POLY DISP ST LF 75/","2","2","0","CA","","HBROR - A3C4-2001407","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable","00","6","1","0","EA","","","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10884521007819PLUG CATHETER DRAINAGE PROTECTOR CA/50 R-3446221600","1","0","1","EA","","HBROR - A3C5-8 001702","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10885380027291GLOVE SURG SZ 7.5 CREAM SYNTHETIC LF PF PROTEXIS PI M2D73PM75","2","1","1","EA","","HBROR - A4C3-13051084","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","2","1","1","EA","","HBROR - A4C3-20051133","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10705031039681Sut Vicryl 2-0 Sh Ndl 27in J417hJ417H","2","0","2","EA","","HBROR - A4C5-30011566","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10705031038752SUT VICRYL 2-0 SH NDL 27IN 36/BX O-050708J317H","8","0","8","EA","","HBROR - A4C5-33000783","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10705031039643Sut Vicryl 4-0 Sh Ndl 27in Undyed J415hJ415H","2","2","0","EA","","HBROR - A4C6-10004653","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","2","2","0","EA","","HBROR - A5C2-22051924","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00382903029952Syringe 10ml Ll 5/Sr /Bx/200 400/Ca O-000599302995","2","2","0","EA","","HBROR - A5C3-10052913","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10885380107979Drape Cover Mayo Stand 30/Ca8337","1","0","1","EA","","HBROR - A5C5-8002056","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10885380118791Cover Back Table 65x908186","1","1","0","EA","","HBROR - A5C5-9018262","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00707387507350DRAPE STERI INCISE LG 60X45CM IOBAN 10EA/BX D-355296 6650EZEANote: If lithotomy case202HBROR - A6C1-11050697, 10884521700956Sponge Lap Rfd 18x18 Str 5/Pk 40pk/Ca S-INST-0631-118L1818-04P01C-1","1","0","1","PK","","HBROR - A5C6-20000415","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable","/100 O-00022603743","1","1","0","EA","","HBROR362918Panties Mesh Xl 45in-70in O-002041MSC86400EA110HBROR382986BLADE SURG NO 11 PREMIUM TECHNOCUT O-00022403741EA321HBROR382987Blade Surgical 15 Bx","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00653405002171Cord Bipolar 12ft Disp135166","1","0","1","EA","","HBROR010894","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00888937015638Stay Surgical Elastic Single H Ook 12mm Yellow3350-1GEANote: Lithotomy101HBROR025178, 10884521709874COVER WAND RF DETECTABLE ST01-0020","4","0","4","EA","","HBROR014782","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10885380182617Drain Blake 15fr W/TrocarJP-2229","2","2","0","EA","","HBROR029074","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","1","1","0","EA","","HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10193489378023Set Marker Skin Utility W/Lab Els O-395055LBL0001291","1","1","0","EA","","HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR220HBROR053921Chloraprep 26ml Orng St O-050864930815EA101HBROR054140","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","2","2","0","EA","","HBROR054986","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", Electrode Stnls Stl Ndl 1.1in D-026608E1552","1","0","1","EA","","HBROR100014","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable","3321110HBROR224118, 00707387775162Blanket Upper Body R-00137442234","1","0","8","EA","8452171","","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 07613327117189Pencil Smoke Evac Coated Pb O-3900030703-046-000","1","1","0","EA","","HBROR228488","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10195327017095PACK PROCEDURE LITHOTOMY CUSTOM STERILEDYNJ80236","1","1","0","EA","","HBROR239051","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00801741029509BAG DRAINAGE URINE 2000ML 48IN TUBE ANTI REFLUX CHAMB154002","1","0","1","EA","","HBROR315222","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10192253047868Drsg Gauze 5x9 St Xeroform R-0533978884433605","4","3","1","EA","","HBROR315421","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10885380142994Drape Lithotomy 35x44x102in Lf St Disp29455","1","0","1","EA","","HBROR357149","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 00801741074141TRAY CATH FOLEY 16FR 5CC BALLOON DRAIN BAG PVC SURESTA947316","1","1","0","EA","","HBROR386430","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10080196291588Lube Jelly 2oz St Flip Top Tub E O-051123 R-395032 MDS032285","1","1","0","EA","","HBROR395053","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 10080196845095DRESSING GAUZE ROLL 3.4INX3.6YD 6 PLY COTTON LF ST BUNON25861","2","2","0","EA","","HBROR422025","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable",", 80080196743512DRAPE UTILITY TOWEL SURGICAL 50/CA R-002412DYNJP2408","2","2","0","PH","","HBROR443605","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Supply / Disposable","12HBROR445096, 10705031052093SUT VICRYL+ 5-0 RB-1 27IN BRAIDVCP303H","1","2","0","EA","","","Required"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Drug / Medication","bacitracin ointment2 application.20bupivacaine (MARCAINE-PF) injection 0.25% (60 mL)","2","2","0","EA","","Pharmacy","Open"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Drug / Medication","thrombin-fibrinogen-aprotin-Ca (ARTISS) 10 mL topical syringe (10 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","ESU","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","2 needed for vaginoplasty casesSequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Stand Mayo","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Table Back Large","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Table OR Skytron","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Video Tower","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Instrument / Tray","HBR GEN Stryker 1788 AIM Camera Head","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Instrument / Tray","HBR GYN Miyazaki Lighted Retractor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Instrument / Tray","H/AHBR URO Perineal Bookwalter A","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Instrument / Tray","HBR URO Perineal Bookwalter B","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Instrument / Tray","HBR URO Recon","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-91325","VAGINOPLASTY STAGE II - FIGLER, B","Instrument / Tray","t OpenHBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
